USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  53044 11508 ?        Ss   янв21   0:11 /usr/lib/systemd/systemd --switched-root --system --deserialize=48 rhgb
a.yersi+  381859  0.0  1.1 1216858740 179564 ?   Sl   10:42   0:06 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15322 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=702176024895 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  381882  0.1  1.4 1216924092 236136 ?   Sl   10:42   0:49 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15323 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=702185730026 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  381944  0.8  1.3 1216897828 216592 ?   Sl   10:42   4:09 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15325 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=702209539757 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  384552  0.0  1.2 1216886312 202836 ?   Sl   11:25   0:12 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15390 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=704770821919 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  384561  0.2  1.9 1218607752 321960 ?   Sl   11:25   1:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15391 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=704770909715 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  389243  0.1  1.3 1216891588 216780 ?   Sl   12:53   0:25 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15610 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=710069871561 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  389452  0.0  0.0 389988  5748 ?        Sl   12:55   0:00 /usr/lib64/libreoffice/program/oosplash --calc file:///home/a.yersinov@corp.onevision.kz/%D0%97%D0%B0%D0%B3%D1%80%D1%83%D0%B7%D0%BA%D0%B8/%D0%B8%D0%BD%D0%B2%D0%B5%D0%BD%D1%82%D0%B0%D1%80%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F%20%D0%9E%D0%A1%20%D0%BD%D0%B0%2031.01.2025.xlsx
a.yersi+  389485  0.0  1.5 1371736 256292 ?      Sl   12:55   0:20 /usr/lib64/libreoffice/program/soffice.bin --calc file:///home/a.yersinov@corp.onevision.kz/%D0%97%D0%B0%D0%B3%D1%80%D1%83%D0%B7%D0%BA%D0%B8/%D0%B8%D0%BD%D0%B2%D0%B5%D0%BD%D1%82%D0%B0%D1%80%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F%20%D0%9E%D0%A1%20%D0%BD%D0%B0%2031.01.2025.xlsx --splash-pipe=6
a.yersi+  390327  0.1  1.4 1214426628 230388 ?   SLl  13:08   0:27 /usr/share/code/code
a.yersi+  390331  0.0  0.2 34273352 46700 ?      S    13:08   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
a.yersi+  390332  0.0  0.2 34273340 46896 ?      S    13:08   0:00 /usr/share/code/code --type=zygote
a.yersi+  390334  0.0  0.0 34273364 12040 ?      S    13:08   0:00 /usr/share/code/code --type=zygote
a.yersi+  390353  0.0  0.0 33576756 3728 ?       Sl   13:08   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/a.yersinov@corp.onevision.kz/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=39c04434-b5fc-4993-95f9-1cb0c8719001&iid=39c04434-b5fc-4993-95f9-1cb0c8719001&sid=39c04434-b5fc-4993-95f9-1cb0c8719001 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.96.2 --annotation=lsb-release=Fedora Linux 40 (Cinnamon) --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=32.2.6 --initial-client-fd=45 --shared-client-connection
a.yersi+  390370  0.1  0.7 34616288 122016 ?     Sl   13:08   0:24 /usr/share/code/code --type=gpu-process --crashpad-handler-pid=390353 --enable-crash-reporter=9750d474-c16f-4c1d-aef8-0fe7d7787c6b,no_channel --user-data-dir=/home/a.yersinov@corp.onevision.kz/.config/Code --gpu-preferences=UAAAAAAAAAAgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,10436657434104588559,12632036777092414904,262144 --disable-features=CalculateNativeWinOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version
a.yersi+  390372  0.0  0.4 34077912 70044 ?      Sl   13:08   0:03 /usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=390353 --enable-crash-reporter=9750d474-c16f-4c1d-aef8-0fe7d7787c6b,no_channel --user-data-dir=/home/a.yersinov@corp.onevision.kz/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10436657434104588559,12632036777092414904,262144 --disable-features=CalculateNativeWinOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version
a.yersi+  390392  0.3  1.5 1216437140 256880 ?   Sl   13:08   1:03 /usr/share/code/code --type=renderer --crashpad-handler-pid=390353 --enable-crash-reporter=9750d474-c16f-4c1d-aef8-0fe7d7787c6b,no_channel --user-data-dir=/home/a.yersinov@corp.onevision.kz/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1737513554158185 --launch-time-ticks=710970643325 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10436657434104588559,12632036777092414904,262144 --disable-features=CalculateNativeWinOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version --vscode-window-config=vscode:e88c6391-f785-4461-b1f4-c8ccb4075927
a.yersi+  390458  0.3  0.7 1214214164 113488 ?   Sl   13:08   0:58 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=390353 --enable-crash-reporter=9750d474-c16f-4c1d-aef8-0fe7d7787c6b,no_channel --user-data-dir=/home/a.yersinov@corp.onevision.kz/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10436657434104588559,12632036777092414904,262144 --disable-features=CalculateNativeWinOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version
a.yersi+  390491  0.0  0.7 1214164380 126196 ?   Sl   13:08   0:16 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=390353 --enable-crash-reporter=9750d474-c16f-4c1d-aef8-0fe7d7787c6b,no_channel --user-data-dir=/home/a.yersinov@corp.onevision.kz/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10436657434104588559,12632036777092414904,262144 --disable-features=CalculateNativeWinOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version
a.yersi+  390905  0.0  0.6 1214181324 104992 ?   Sl   13:09   0:08 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=390353 --enable-crash-reporter=9750d474-c16f-4c1d-aef8-0fe7d7787c6b,no_channel --user-data-dir=/home/a.yersinov@corp.onevision.kz/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10436657434104588559,12632036777092414904,262144 --disable-features=CalculateNativeWinOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version
a.yersi+  390915  0.0  1.3 1214166660 221280 ?   Sl   13:09   0:07 /usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --crashpad-handler-pid=390353 --enable-crash-reporter=9750d474-c16f-4c1d-aef8-0fe7d7787c6b,no_channel --user-data-dir=/home/a.yersinov@corp.onevision.kz/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10436657434104588559,12632036777092414904,262144 --disable-features=CalculateNativeWinOcclusion,PlzDedicatedWorker,SpareRendererForSitePerProcess --variations-seed-version
a.yersi+  390938  0.0  0.0 239032  5400 pts/0    Ss+  13:09   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
a.yersi+  390941  0.0  0.0 238900  5448 pts/1    Ss+  13:09   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
a.yersi+  390948  0.0  0.0 238900  5144 pts/2    Ss+  13:09   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
a.yersi+  391095  0.0  0.0 238900  5576 pts/3    Ss+  13:09   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
a.yersi+  391209  0.0  0.0 239032  5388 pts/4    Ss+  13:09   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
a.yersi+  391263  0.0  1.4 1213879164 231340 ?   Sl   13:09   0:13 /usr/share/code/code /home/a.yersinov@corp.onevision.kz/.vscode/extensions/ms-python.vscode-pylance-2024.12.1/dist/server.bundle.js --cancellationReceive=file:1dbb4ae69f79cc60c30defe2b37c3f50c6534d7a5a --node-ipc --clientProcessId=390915
a.yersi+  391637  0.0  0.0 239032  5428 pts/6    Ss   13:11   0:00 /usr/bin/bash --init-file /usr/share/code/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
a.yersi+  391966  0.0  0.4 1470144 74404 ?       Sl   13:13   0:04 /usr/bin/nemo /home/a.yersinov@corp.onevision.kz/Загрузки/ngrok-v3-stable-linux-amd64.tgz
a.yersi+  392114  0.0  0.7 1216837432 119640 ?   Sl   13:14   0:01 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15638 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=711346308834 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  392141  0.0  0.7 1216848180 127056 ?   Sl   13:15   0:01 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15639 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=711373433266 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  394381  0.0  0.0 252908 16096 pts/5    S+   14:04   0:00 /usr/bin/python3 /home/a.yersinov@corp.onevision.kz/.local/bin/ngrok http 5000
a.yersi+  394382  0.3  0.2 1275524 46276 pts/5   Sl+  14:04   0:58 /home/a.yersinov@corp.onevision.kz/.config/ngrok/ngrok http 5000
root      395306  0.0  0.0      0     0 ?        I    14:23   0:04 [kworker/u48:17-btrfs-endio]
root      397439  0.0  0.0      0     0 ?        I    14:59   0:01 [kworker/0:2-events]
a.yersi+  401200  0.5  1.5 1218623940 248440 ?   Sl   16:04   0:46 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16030 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=721498686046 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      401629  0.0  0.0      0     0 ?        I    16:11   0:04 [kworker/11:0-i915-unordered]
root      402040  0.0  0.0      0     0 ?        I    16:18   0:02 [kworker/u48:4-btrfs-delalloc]
root      402447  0.0  0.0      0     0 ?        I    16:24   0:02 [kworker/u48:8-btrfs-delalloc]
root      403257  0.0  0.0      0     0 ?        D<   16:39   0:02 [kworker/u49:1+i915_flip]
a.yersi+  403294  1.0  2.1 1220372344 343028 ?   Sl   16:39   1:14 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16137 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=723612324445 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      404481  0.0  0.0      0     0 ?        I    16:55   0:01 [kworker/u48:5-events_unbound]
root      404585  0.0  0.0      0     0 ?        I    16:58   0:02 [kworker/u48:15-flush-btrfs-1]
root      406135  0.0  0.0      0     0 ?        I    17:16   0:00 [kworker/11:1-i915-unordered]
root      406188  0.0  0.0      0     0 ?        I    17:18   0:01 [kworker/u48:3-i915]
root      406496  0.0  0.0      0     0 ?        I    17:24   0:01 [kworker/u48:9-btrfs-compressed-write]
root      406873  0.0  0.0      0     0 ?        I    17:33   0:00 [kworker/5:1-i915-unordered]
root      406981  0.0  0.0      0     0 ?        I    17:35   0:00 [kworker/9:3-events]
root      407035  0.0  0.0      0     0 ?        I    17:36   0:00 [kworker/1:2-mm_percpu_wq]
root      407173  0.0  0.0      0     0 ?        I    17:40   0:00 [kworker/u48:16-btrfs-endio]
root      407236  0.0  0.0      0     0 ?        I    17:41   0:00 [kworker/4:2-i915-unordered]
root      407319  0.0  0.0      0     0 ?        I    17:42   0:00 [kworker/7:0-i915-unordered]
root      407958  0.0  0.0      0     0 ?        I    17:51   0:00 [kworker/u48:0-btrfs-endio]
root      408223  0.0  0.0      0     0 ?        I    17:54   0:00 [kworker/2:1-mm_percpu_wq]
root      408424  0.0  0.0      0     0 ?        I    17:58   0:00 [kworker/4:1-mm_percpu_wq]
root      408654  0.0  0.0      0     0 ?        I    18:02   0:00 [kworker/6:2-events]
root      408943  0.0  0.0      0     0 ?        I    18:08   0:00 [kworker/8:0-i915-unordered]
root      409067  0.0  0.0      0     0 ?        I    18:12   0:00 [kworker/3:1-mm_percpu_wq]
root      409109  0.0  0.0      0     0 ?        I    18:13   0:00 [kworker/6:1-events]
root      409110  0.0  0.0      0     0 ?        I    18:13   0:00 [kworker/u48:2-btrfs-endio-meta]
root      409113  0.0  0.0      0     0 ?        I    18:13   0:00 [kworker/u48:12-btrfs-endio]
root      409114  0.0  0.0      0     0 ?        I    18:13   0:00 [kworker/u48:14-btrfs-endio]
a.yersi+  409336  1.0  1.6 1216922656 268052 ?   Sl   18:17   0:12 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16341 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=729467349083 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  409353  7.3  1.5 1220344768 248320 ?   Sl   18:17   1:21 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16342 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=729474814581 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      409392  0.0  0.0      0     0 ?        I<   18:17   0:00 [kworker/u49:3-rb_allocator]
root      409467  0.0  0.0      0     0 ?        I    18:17   0:00 [kworker/1:0-i915-unordered]
root      409512  0.0  0.0      0     0 ?        I    18:17   0:00 [kworker/2:0-i915-unordered]
root      409548  0.0  0.0      0     0 ?        I    18:18   0:00 [kworker/3:2-events]
root      409562  0.0  0.0      0     0 ?        I    18:18   0:00 [kworker/0:0]
root      409639  0.0  0.0      0     0 ?        I    18:20   0:00 [kworker/9:0]
root      409640  0.0  0.0      0     0 ?        I    18:20   0:00 [kworker/8:1-i915-unordered]
a.yersi+  409662  1.0  1.3 1216883852 221772 ?   Sl   18:21   0:08 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --enable-dinosaur-easter-egg-alt-images --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16356 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=729706805144 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      409774  0.0  0.0      0     0 ?        I    18:21   0:00 [kworker/10:1-events]
root      410098  0.0  0.0      0     0 ?        I    18:26   0:00 [kworker/5:0]
a.yersi+  410114  0.7  1.3 1218560160 218376 ?   Sl   18:27   0:03 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --extension-process --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16381 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=730106228069 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      410142  0.0  0.0      0     0 ?        I    18:28   0:00 [kworker/10:2-mm_percpu_wq]
root      410144  0.0  0.0      0     0 ?        I<   18:28   0:00 [kworker/u49:0-rb_allocator]
a.yersi+  410155  0.0  0.8 1216855028 134264 ?   Sl   18:28   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16383 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=730181349622 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      410186  0.0  0.0      0     0 ?        I    18:29   0:00 [kworker/7:1]
root      410232  0.0  0.0      0     0 ?        I    18:30   0:00 [kworker/3:0]
a.yersi+  410253  0.0  0.7 1216829132 119672 ?   Sl   18:31   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16388 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=730314536737 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  410320  0.1  0.8 1216838648 129528 ?   Sl   18:31   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16393 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=730319073814 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
a.yersi+  410321  0.6  0.8 1216855228 137272 ?   Sl   18:31   0:01 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16392 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=730319075157 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      410378  0.0  0.0      0     0 ?        I    18:31   0:00 [kworker/2:2-i915-unordered]
root      410455  0.0  0.0      0     0 ?        I    18:31   0:00 [kworker/11:2-i915-unordered]
root      410503  0.0  0.0      0     0 ?        I    18:32   0:00 [kworker/9:1-i915-unordered]
a.yersi+  410537  0.0  0.2 263616 32460 pts/6    S+   18:33   0:00 /home/a.yersinov@corp.onevision.kz/Python_Study/For_Study/.venv/bin/python /home/a.yersinov@corp.onevision.kz/Python_Study/For_Study/Skillbox/Day_4/app.py
a.yersi+  410539  0.2  0.2 411096 32856 pts/6    Sl+  18:33   0:00 /home/a.yersinov@corp.onevision.kz/Python_Study/For_Study/.venv/bin/python /home/a.yersinov@corp.onevision.kz/Python_Study/For_Study/Skillbox/Day_4/app.py
a.yersi+  410560  0.0  0.3 1216771080 64464 ?    Sl   18:33   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16399 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=730449354503 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      410618  0.0  0.0      0     0 ?        I    18:33   0:00 [kworker/10:0-mm_percpu_wq]
root      410639  0.0  0.0      0     0 ?        I    18:34   0:00 [kworker/1:1]
root      410656  0.0  0.0  16780  6716 ?        S    18:34   0:00 systemd-userwork: waiting...
root      410657  0.0  0.0  16784  7028 ?        S    18:34   0:00 systemd-userwork: waiting...
root      410658  0.0  0.0  16784  7032 ?        S    18:34   0:00 systemd-userwork: waiting...
root      410678  0.0  0.0      0     0 ?        I    18:35   0:00 [kworker/7:2]
a.yersi+  410679  0.1  0.6 1218502876 101972 ?   Sl   18:35   0:00 /opt/google/chrome/chrome --type=renderer --string-annotations --crashpad-handler-pid=2908 --enable-crash-reporter=1ad3b2f3-f871-4e94-a541-e09c92e7bb82, --extension-process --change-stack-guard-on-fork=enable --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16403 --time-ticks-at-unix-epoch=-1737455322771586 --launch-time-ticks=730559242613 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,6761579699977962830,6216999676838482758,262144 --variations-seed-version=20250120-180320.115000
root      410694  0.0  0.0      0     0 ?        I    18:35   0:00 [kworker/8:2]
root      410698  0.0  0.0      0     0 ?        I    18:35   0:00 [kworker/6:0]
root      410699  0.0  0.0      0     0 ?        I    18:35   0:00 [kworker/5:2]
a.yersi+  410721  0.0  0.0 238884  5532 pts/7    Ss   18:35   0:00 bash
a.yersi+  410748  0.0  0.0 240348  4596 pts/7    R+   18:35   0:00 ps aux
